Tuổi,Nghỉ_việc,Tần_suất_công_tác,Mức_tính_theo_ngày,Phòng_ban,Khoảng_cách_từ_nhà,Trình_độ_học_vấn,Chuyên_ngành_đào_tạo,Số_lượng_nhân_viên,Mã_nhân_viên,Mức_hài_lòng_môi_trường,Giới_tính,Mức_tính_theo_giờ,Mức_độ_gắn_kết_công_việc,Cấp_bậc_công_việc,Vai_trò_công_việc,Mức_hài_lòng_công_việc,Tình_trạng_hôn_nhân,Thu_nhập_hàng_tháng,Mức_tính_theo_tháng,Số_công_ty_đã_làm,Trên_18_tuổi,Làm_thêm_giờ,Tỷ_lệ_tăng_lương_phần_trăm,Đánh_giá_hiệu_suất,Mức_hài_lòng_mối_quan_hệ,Số_giờ_tiêu_chuẩn,Mức_quyền_chọn_cổ_phiếu,Tổng_số_năm_làm_việc,Số_lần_đào_tạo_năm_trước,Cân_bằng_công_việc_cuộc_sống,Số_năm_tại_công_ty,Số_năm_ở_vai_trò_hiện_tại,Số_năm_từ_lần_thăng_chức_gần_nhất,Số_năm_làm_với_quản_lý_hiện_tại
25,Không,Ít_khi_công_tác,891,Kinh_doanh,4,2,Khoa_học_sự_sống,1,527,2,Nữ,99,2,2,Chuyên_viên_kinh_doanh,4,Độc_thân,4487,12090,1,Có,Có,11,3,2,80,0,5,3,3,5,4,1,3
37,Không,Không_công_tác,1063,Nghiên_cứu_và_Phát_triển,25,5,Y_khoa,1,529,2,Nữ,72,3,2,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,4449,23866,3,Có,Có,15,3,1,80,2,15,2,3,13,11,10,7
31,Không,Ít_khi_công_tác,329,Nghiên_cứu_và_Phát_triển,1,2,Khoa_học_sự_sống,1,530,4,Nam,98,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Đã_kết_hôn,2218,16193,1,Có,Không,12,3,3,80,1,4,3,3,4,2,3,2
39,Không,Thường_xuyên_công_tác,1218,Nghiên_cứu_và_Phát_triển,1,1,Khoa_học_sự_sống,1,531,2,Nam,52,3,5,Quản_lý,3,Ly_hôn,19197,8213,1,Có,Có,14,3,3,80,1,21,3,3,21,8,1,6
56,Không,Thường_xuyên_công_tác,906,Kinh_doanh,6,3,Khoa_học_sự_sống,1,532,3,Nữ,86,4,4,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,13212,18256,9,Có,Không,11,3,4,80,3,36,0,2,7,7,7,7
30,Không,Ít_khi_công_tác,1082,Kinh_doanh,12,3,Bằng_kỹ_thuật,1,533,2,Nữ,83,3,2,Chuyên_viên_kinh_doanh,3,Độc_thân,6577,19558,0,Có,Không,11,3,2,80,0,6,6,3,5,4,4,4
41,Không,Ít_khi_công_tác,645,Kinh_doanh,1,3,Tiếp_thị,1,534,2,Nam,49,4,3,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,8392,19566,1,Có,Không,16,3,3,80,1,10,2,3,10,7,0,7
28,Không,Ít_khi_công_tác,1300,Nghiên_cứu_và_Phát_triển,17,2,Y_khoa,1,536,3,Nam,79,3,2,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Ly_hôn,4558,13535,1,Có,Không,12,3,4,80,1,10,2,3,10,0,1,8
25,Có,Ít_khi_công_tác,688,Nghiên_cứu_và_Phát_triển,3,3,Y_khoa,1,538,1,Nam,91,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Đã_kết_hôn,4031,9396,5,Có,Không,13,3,3,80,1,6,5,3,2,2,0,2
52,Không,Ít_khi_công_tác,319,Nghiên_cứu_và_Phát_triển,3,3,Y_khoa,1,543,4,Nam,39,2,3,Giám_đốc_sản_xuất,3,Đã_kết_hôn,7969,19609,2,Có,Có,14,3,3,80,0,28,4,3,5,4,0,4
45,Không,Ít_khi_công_tác,192,Nghiên_cứu_và_Phát_triển,10,2,Khoa_học_sự_sống,1,544,1,Nam,69,3,1,Nhà_nghiên_cứu_khoa_học,4,Đã_kết_hôn,2654,9655,3,Có,Không,21,4,4,80,2,8,3,2,2,2,0,2
52,Không,Ít_khi_công_tác,1490,Nghiên_cứu_và_Phát_triển,4,2,Khoa_học_sự_sống,1,546,4,Nữ,30,3,4,Quản_lý,4,Đã_kết_hôn,16555,10310,2,Có,Không,13,3,4,80,0,31,2,1,5,2,1,4
42,Không,Thường_xuyên_công_tác,532,Nghiên_cứu_và_Phát_triển,29,2,Khoa_học_sự_sống,1,547,1,Nữ,92,3,2,Nhà_nghiên_cứu_khoa_học,3,Ly_hôn,4556,12932,2,Có,Không,11,3,2,80,1,19,3,3,5,4,0,2
30,Không,Ít_khi_công_tác,317,Nghiên_cứu_và_Phát_triển,2,3,Khoa_học_sự_sống,1,548,3,Nữ,43,1,2,Giám_đốc_sản_xuất,4,Độc_thân,6091,24793,2,Có,Không,20,4,3,80,0,11,2,3,5,4,0,2
60,Không,Ít_khi_công_tác,422,Nghiên_cứu_và_Phát_triển,7,3,Khoa_học_sự_sống,1,549,1,Nữ,41,3,5,Quản_lý,1,Đã_kết_hôn,19566,3854,5,Có,Không,11,3,4,80,0,33,5,1,29,8,11,10
46,Không,Ít_khi_công_tác,1485,Nghiên_cứu_và_Phát_triển,18,3,Y_khoa,1,550,3,Nữ,87,3,2,Giám_đốc_sản_xuất,3,Ly_hôn,4810,26314,2,Có,Không,14,3,3,80,1,19,5,2,10,7,0,8
42,Không,Thường_xuyên_công_tác,1368,Nghiên_cứu_và_Phát_triển,28,4,Bằng_kỹ_thuật,1,551,4,Nữ,88,2,2,Đại_diện_chăm_sóc_sức_khỏe,4,Đã_kết_hôn,4523,4386,0,Có,Không,11,3,4,80,3,7,4,4,6,5,0,4
24,Có,Ít_khi_công_tác,1448,Kinh_doanh,1,1,Bằng_kỹ_thuật,1,554,1,Nữ,62,3,1,Đại_diện_kinh_doanh,2,Độc_thân,3202,21972,1,Có,Có,16,3,2,80,0,6,4,3,5,3,1,4
34,Có,Thường_xuyên_công_tác,296,Kinh_doanh,6,2,Tiếp_thị,1,555,4,Nữ,33,1,1,Đại_diện_kinh_doanh,3,Ly_hôn,2351,12253,0,Có,Không,16,3,4,80,1,3,3,2,2,2,1,0
38,Không,Thường_xuyên_công_tác,1490,Nghiên_cứu_và_Phát_triển,2,2,Khoa_học_sự_sống,1,556,4,Nam,42,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Đã_kết_hôn,1702,12106,1,Có,Có,23,4,3,80,1,1,3,3,1,0,0,0
40,Không,Ít_khi_công_tác,1398,Kinh_doanh,2,4,Khoa_học_sự_sống,1,558,3,Nữ,79,3,5,Quản_lý,3,Đã_kết_hôn,18041,13022,0,Có,Không,14,3,4,80,0,21,2,3,20,15,1,12
26,Không,Ít_khi_công_tác,1349,Nghiên_cứu_và_Phát_triển,23,3,Khoa_học_sự_sống,1,560,1,Nữ,90,3,1,Nhà_nghiên_cứu_khoa_học,4,Ly_hôn,2886,3032,1,Có,Không,22,4,2,80,2,3,3,1,3,2,0,2
30,Không,Không_công_tác,1400,Nghiên_cứu_và_Phát_triển,3,3,Khoa_học_sự_sống,1,562,3,Nam,53,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Đã_kết_hôn,2097,16734,4,Có,Không,15,3,3,80,1,9,3,1,5,3,1,4
29,Không,Ít_khi_công_tác,986,Nghiên_cứu_và_Phát_triển,3,4,Y_khoa,1,564,2,Nam,93,2,3,Giám_đốc_nghiên_cứu,3,Đã_kết_hôn,11935,21526,1,Có,Không,18,3,3,80,0,10,2,3,10,2,0,7
29,Có,Ít_khi_công_tác,408,Nghiên_cứu_và_Phát_triển,25,5,Bằng_kỹ_thuật,1,565,3,Nữ,71,2,1,Nhà_nghiên_cứu_khoa_học,2,Đã_kết_hôn,2546,18300,5,Có,Không,16,3,2,80,0,6,2,4,2,2,1,1
19,Có,Ít_khi_công_tác,489,Nhân_sự,2,2,Bằng_kỹ_thuật,1,566,1,Nam,52,2,1,Nhân_sự,4,Độc_thân,2564,18437,1,Có,Không,12,3,3,80,0,1,3,4,1,0,0,0
30,Không,Không_công_tác,1398,Kinh_doanh,22,4,Khác,1,567,3,Nữ,69,3,3,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,8412,2890,0,Có,Không,11,3,3,80,0,10,3,3,9,8,7,8
57,Không,Ít_khi_công_tác,210,Kinh_doanh,29,3,Tiếp_thị,1,568,1,Nam,56,2,4,Quản_lý,4,Ly_hôn,14118,22102,3,Có,Không,12,3,3,80,1,32,3,2,1,0,0,0
50,Không,Ít_khi_công_tác,1099,Nghiên_cứu_và_Phát_triển,29,4,Khoa_học_sự_sống,1,569,2,Nam,88,2,4,Quản_lý,3,Đã_kết_hôn,17046,9314,0,Có,Không,15,3,2,80,1,28,2,3,27,10,15,7
30,Không,Không_công_tác,1116,Nghiên_cứu_và_Phát_triển,2,3,Y_khoa,1,571,3,Nữ,49,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Độc_thân,2564,7181,0,Có,Không,14,3,3,80,0,12,2,2,11,7,6,7
60,Không,Thường_xuyên_công_tác,1499,Kinh_doanh,28,3,Tiếp_thị,1,573,3,Nữ,80,2,3,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,10266,2845,4,Có,Không,19,3,4,80,0,22,5,4,18,13,13,11
47,Không,Ít_khi_công_tác,983,Nghiên_cứu_và_Phát_triển,2,2,Y_khoa,1,574,1,Nữ,65,3,2,Giám_đốc_sản_xuất,4,Ly_hôn,5070,7389,5,Có,Không,13,3,3,80,3,20,2,3,5,0,0,4
46,Không,Ít_khi_công_tác,1009,Nghiên_cứu_và_Phát_triển,2,3,Khoa_học_sự_sống,1,575,1,Nam,51,3,4,Giám_đốc_nghiên_cứu,3,Đã_kết_hôn,17861,2288,6,Có,Không,13,3,3,80,0,26,2,1,3,2,0,1
35,Không,Ít_khi_công_tác,144,Nghiên_cứu_và_Phát_triển,22,3,Khoa_học_sự_sống,1,577,4,Nam,46,1,1,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Độc_thân,4230,19225,0,Có,Không,15,3,3,80,0,6,2,3,5,4,4,3
54,Không,Ít_khi_công_tác,548,Nghiên_cứu_và_Phát_triển,8,4,Khoa_học_sự_sống,1,578,3,Nữ,42,3,2,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Độc_thân,3780,23428,7,Có,Không,11,3,3,80,0,19,3,3,1,0,0,0
34,Không,Ít_khi_công_tác,1303,Nghiên_cứu_và_Phát_triển,2,4,Khoa_học_sự_sống,1,579,4,Nam,62,2,1,Nhà_nghiên_cứu_khoa_học,3,Ly_hôn,2768,8416,3,Có,Không,12,3,3,80,1,14,3,3,7,3,5,7
46,Không,Ít_khi_công_tác,1125,Kinh_doanh,10,3,Tiếp_thị,1,580,3,Nữ,94,2,3,Chuyên_viên_kinh_doanh,4,Đã_kết_hôn,9071,11563,2,Có,Có,19,3,3,80,1,15,3,3,3,2,1,2
31,Không,Ít_khi_công_tác,1274,Nghiên_cứu_và_Phát_triển,9,1,Khoa_học_sự_sống,1,581,3,Nam,33,3,3,Giám_đốc_sản_xuất,2,Ly_hôn,10648,14394,1,Có,Không,25,4,4,80,1,13,6,4,13,8,0,8
33,Có,Ít_khi_công_tác,1277,Nghiên_cứu_và_Phát_triển,15,1,Y_khoa,1,582,2,Nam,56,3,3,Quản_lý,3,Đã_kết_hôn,13610,24619,7,Có,Có,12,3,4,80,0,15,2,4,7,6,7,7
33,Có,Ít_khi_công_tác,587,Nghiên_cứu_và_Phát_triển,10,1,Y_khoa,1,584,1,Nam,38,1,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Ly_hôn,3408,6705,7,Có,Không,13,3,1,80,3,8,2,3,4,3,1,3
30,Không,Ít_khi_công_tác,413,Kinh_doanh,7,1,Tiếp_thị,1,585,4,Nam,57,3,1,Đại_diện_kinh_doanh,2,Độc_thân,2983,18398,0,Có,Không,14,3,1,80,0,4,3,3,3,2,1,2
35,Không,Ít_khi_công_tác,1276,Nghiên_cứu_và_Phát_triển,16,3,Khoa_học_sự_sống,1,586,4,Nam,72,3,3,Đại_diện_chăm_sóc_sức_khỏe,3,Đã_kết_hôn,7632,14295,4,Có,Có,12,3,3,80,0,10,2,3,8,7,0,0
31,Có,Thường_xuyên_công_tác,534,Nghiên_cứu_và_Phát_triển,20,3,Khoa_học_sự_sống,1,587,1,Nam,66,3,3,Đại_diện_chăm_sóc_sức_khỏe,3,Đã_kết_hôn,9824,22908,3,Có,Không,12,3,1,80,0,12,2,3,1,0,0,0
34,Có,Thường_xuyên_công_tác,988,Nhân_sự,23,3,Nhân_sự,1,590,2,Nữ,43,3,3,Nhân_sự,1,Ly_hôn,9950,11533,9,Có,Có,15,3,3,80,3,11,2,3,3,2,0,2
42,Không,Thường_xuyên_công_tác,1474,Nghiên_cứu_và_Phát_triển,5,2,Khác,1,591,2,Nam,97,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Đã_kết_hôn,2093,9260,4,Có,Không,17,3,4,80,1,8,4,3,2,2,2,0
36,Không,Không_công_tác,635,Kinh_doanh,10,4,Y_khoa,1,592,2,Nam,32,3,3,Chuyên_viên_kinh_doanh,4,Độc_thân,9980,15318,1,Có,Không,14,3,4,80,0,10,3,2,10,3,9,7
22,Có,Thường_xuyên_công_tác,1368,Nghiên_cứu_và_Phát_triển,4,1,Bằng_kỹ_thuật,1,593,3,Nam,99,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Độc_thân,3894,9129,5,Có,Không,16,3,3,80,0,4,3,3,2,2,1,2
48,Không,Ít_khi_công_tác,163,Kinh_doanh,2,5,Tiếp_thị,1,595,2,Nữ,37,3,2,Chuyên_viên_kinh_doanh,4,Đã_kết_hôn,4051,19658,2,Có,Không,14,3,1,80,1,14,2,3,9,7,6,7
55,Không,Ít_khi_công_tác,1117,Kinh_doanh,18,5,Khoa_học_sự_sống,1,597,1,Nữ,83,3,4,Quản_lý,2,Độc_thân,16835,9873,3,Có,Không,23,4,4,80,0,37,2,3,10,9,7,7
41,Không,Không_công_tác,267,Kinh_doanh,10,2,Khoa_học_sự_sống,1,599,4,Nam,56,3,2,Chuyên_viên_kinh_doanh,4,Độc_thân,6230,13430,7,Có,Không,14,3,4,80,0,16,3,3,14,3,1,10
35,Không,Ít_khi_công_tác,619,Kinh_doanh,1,3,Tiếp_thị,1,600,2,Nam,85,3,2,Chuyên_viên_kinh_doanh,3,Đã_kết_hôn,4717,18659,9,Có,Không,11,3,3,80,0,15,2,3,11,9,6,9
40,Không,Ít_khi_công_tác,302,Nghiên_cứu_và_Phát_triển,6,3,Khoa_học_sự_sống,1,601,2,Nữ,75,3,4,Giám_đốc_sản_xuất,3,Độc_thân,13237,20364,7,Có,Không,15,3,3,80,0,22,3,3,20,6,5,13
39,Không,Thường_xuyên_công_tác,443,Nghiên_cứu_và_Phát_triển,8,1,Khoa_học_sự_sống,1,602,3,Nữ,48,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Đã_kết_hôn,3755,17872,1,Có,Không,11,3,1,80,1,8,3,3,8,3,0,7
31,Không,Ít_khi_công_tác,828,Kinh_doanh,2,1,Khoa_học_sự_sống,1,604,2,Nam,77,3,2,Chuyên_viên_kinh_doanh,4,Độc_thân,6582,8346,4,Có,Có,13,3,3,80,0,10,2,4,6,5,0,5
42,Không,Ít_khi_công_tác,319,Nghiên_cứu_và_Phát_triển,24,3,Y_khoa,1,605,4,Nam,56,3,3,Giám_đốc_sản_xuất,1,Đã_kết_hôn,7406,6950,1,Có,Có,21,4,4,80,1,10,5,2,10,9,5,8
45,Không,Ít_khi_công_tác,561,Kinh_doanh,2,3,Khác,1,606,4,Nam,61,3,2,Chuyên_viên_kinh_doanh,2,Đã_kết_hôn,4805,16177,0,Có,Không,19,3,2,80,1,9,3,4,8,7,3,7
26,Có,Thường_xuyên_công_tác,426,Nhân_sự,17,4,Khoa_học_sự_sống,1,608,2,Nữ,58,3,1,Nhân_sự,3,Ly_hôn,2741,22808,0,Có,Có,11,3,2,80,1,8,2,2,7,7,1,0
29,Không,Ít_khi_công_tác,232,Nghiên_cứu_và_Phát_triển,19,3,Bằng_kỹ_thuật,1,611,4,Nam,34,3,2,Giám_đốc_sản_xuất,4,Ly_hôn,4262,22645,4,Có,Không,12,3,2,80,2,8,2,4,3,2,1,2
33,Không,Ít_khi_công_tác,922,Nghiên_cứu_và_Phát_triển,1,5,Y_khoa,1,612,1,Nữ,95,4,4,Giám_đốc_nghiên_cứu,3,Ly_hôn,16184,22578,4,Có,Không,19,3,3,80,1,10,2,3,6,1,0,5
31,Không,Ít_khi_công_tác,688,Kinh_doanh,7,3,Khoa_học_sự_sống,1,613,3,Nam,44,2,3,Quản_lý,4,Ly_hôn,11557,25291,9,Có,Không,21,4,3,80,1,10,3,2,5,4,0,1
18,Có,Thường_xuyên_công_tác,1306,Kinh_doanh,5,3,Tiếp_thị,1,614,2,Nam,69,3,1,Đại_diện_kinh_doanh,2,Độc_thân,1878,8059,1,Có,Có,14,3,4,80,0,0,3,3,0,0,0,0
40,Không,Không_công_tác,1094,Kinh_doanh,28,3,Khác,1,615,3,Nam,58,1,3,Chuyên_viên_kinh_doanh,1,Ly_hôn,10932,11373,3,Có,Không,15,3,3,80,1,20,2,3,1,0,0,1
41,Không,Không_công_tác,509,Nghiên_cứu_và_Phát_triển,2,4,Khác,1,616,1,Nữ,62,2,2,Đại_diện_chăm_sóc_sức_khỏe,3,Độc_thân,6811,2112,2,Có,Có,17,3,1,80,0,10,3,3,8,7,0,7
26,Không,Ít_khi_công_tác,775,Kinh_doanh,29,2,Y_khoa,1,618,1,Nam,45,3,2,Chuyên_viên_kinh_doanh,3,Ly_hôn,4306,4267,5,Có,Không,12,3,1,80,2,8,5,3,0,0,0,0
35,Không,Ít_khi_công_tác,195,Kinh_doanh,1,3,Y_khoa,1,620,1,Nữ,80,3,2,Chuyên_viên_kinh_doanh,3,Độc_thân,4859,6698,1,Có,Không,16,3,4,80,0,5,3,3,5,4,0,3
34,Không,Ít_khi_công_tác,258,Kinh_doanh,21,4,Khoa_học_sự_sống,1,621,4,Nam,74,4,2,Chuyên_viên_kinh_doanh,4,Độc_thân,5337,19921,1,Có,Không,12,3,4,80,0,10,3,3,10,7,5,7
26,Có,Ít_khi_công_tác,471,Nghiên_cứu_và_Phát_triển,24,3,Bằng_kỹ_thuật,1,622,3,Nam,66,1,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Độc_thân,2340,23213,1,Có,Có,18,3,2,80,0,1,3,1,1,0,0,0
37,Không,Ít_khi_công_tác,799,Nghiên_cứu_và_Phát_triển,1,3,Bằng_kỹ_thuật,1,623,2,Nữ,59,3,3,Giám_đốc_sản_xuất,4,Độc_thân,7491,23848,4,Có,Không,17,3,4,80,0,12,3,4,6,5,1,2
46,Không,Thường_xuyên_công_tác,1034,Nghiên_cứu_và_Phát_triển,18,1,Y_khoa,1,624,1,Nữ,86,3,3,Đại_diện_chăm_sóc_sức_khỏe,3,Đã_kết_hôn,10527,8984,5,Có,Không,11,3,4,80,0,28,3,2,2,2,1,2
41,Không,Ít_khi_công_tác,1276,Kinh_doanh,2,5,Khoa_học_sự_sống,1,625,2,Nữ,91,3,4,Quản_lý,1,Đã_kết_hôn,16595,5626,7,Có,Không,16,3,2,80,1,22,2,3,18,16,11,8
37,Không,Không_công_tác,142,Kinh_doanh,9,4,Y_khoa,1,626,1,Nam,69,3,3,Chuyên_viên_kinh_doanh,2,Ly_hôn,8834,24666,1,Có,Không,13,3,4,80,1,9,6,3,9,5,7,7
52,Không,Ít_khi_công_tác,956,Nghiên_cứu_và_Phát_triển,6,2,Bằng_kỹ_thuật,1,630,4,Nam,78,3,2,Nhà_nghiên_cứu_khoa_học,1,Ly_hôn,5577,22087,3,Có,Có,12,3,2,80,2,18,3,3,10,9,6,9
32,Có,Không_công_tác,1474,Kinh_doanh,11,4,Khác,1,631,4,Nam,60,4,2,Chuyên_viên_kinh_doanh,3,Đã_kết_hôn,4707,23914,8,Có,Không,12,3,4,80,0,6,2,3,4,2,1,2
24,Không,Thường_xuyên_công_tác,535,Kinh_doanh,24,3,Y_khoa,1,632,4,Nam,38,3,1,Đại_diện_kinh_doanh,4,Đã_kết_hôn,2400,5530,0,Có,Không,13,3,3,80,2,3,3,3,2,2,2,1
38,Không,Ít_khi_công_tác,1495,Nghiên_cứu_và_Phát_triển,10,3,Y_khoa,1,634,3,Nữ,76,3,2,Đại_diện_chăm_sóc_sức_khỏe,3,Đã_kết_hôn,9824,22174,3,Có,Không,19,3,3,80,1,18,4,3,1,0,0,0
37,Không,Ít_khi_công_tác,446,Nghiên_cứu_và_Phát_triển,1,4,Khoa_học_sự_sống,1,635,2,Nữ,65,3,2,Giám_đốc_sản_xuất,2,Đã_kết_hôn,6447,15701,6,Có,Không,12,3,2,80,1,8,2,2,6,5,4,3
49,Không,Ít_khi_công_tác,1245,Nghiên_cứu_và_Phát_triển,18,4,Khoa_học_sự_sống,1,638,4,Nam,58,2,5,Giám_đốc_nghiên_cứu,3,Ly_hôn,19502,2125,1,Có,Có,17,3,3,80,1,31,5,3,31,9,0,9
24,Không,Ít_khi_công_tác,691,Nghiên_cứu_và_Phát_triển,23,3,Y_khoa,1,639,2,Nam,89,4,1,Nhà_nghiên_cứu_khoa_học,4,Đã_kết_hôn,2725,21630,1,Có,Có,11,3,2,80,2,6,3,3,6,5,1,4
26,Không,Ít_khi_công_tác,703,Kinh_doanh,28,2,Tiếp_thị,1,641,1,Nam,66,3,2,Chuyên_viên_kinh_doanh,2,Đã_kết_hôn,6272,7428,1,Có,Không,20,4,4,80,2,6,5,4,5,3,1,4
24,Không,Ít_khi_công_tác,823,Nghiên_cứu_và_Phát_triển,17,2,Khác,1,643,4,Nam,94,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Đã_kết_hôn,2127,9100,1,Có,Không,21,4,4,80,1,1,2,3,1,0,0,0
50,Không,Thường_xuyên_công_tác,1246,Nhân_sự,3,3,Y_khoa,1,644,1,Nam,99,3,5,Quản_lý,2,Đã_kết_hôn,18200,7999,1,Có,Không,11,3,3,80,1,32,2,3,32,5,10,7
25,Không,Ít_khi_công_tác,622,Kinh_doanh,13,1,Y_khoa,1,645,2,Nam,40,3,1,Đại_diện_kinh_doanh,3,Đã_kết_hôn,2096,26376,1,Có,Không,11,3,3,80,0,7,1,3,7,4,0,6
24,Có,Thường_xuyên_công_tác,1287,Nghiên_cứu_và_Phát_triển,7,3,Khoa_học_sự_sống,1,647,1,Nữ,55,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Đã_kết_hôn,2886,14168,1,Có,Có,16,3,4,80,1,6,4,3,6,3,1,2
30,Có,Thường_xuyên_công_tác,448,Kinh_doanh,12,4,Khoa_học_sự_sống,1,648,2,Nam,74,2,1,Đại_diện_kinh_doanh,1,Đã_kết_hôn,2033,14470,1,Có,Không,18,3,3,80,1,1,2,4,1,0,0,0
34,Không,Ít_khi_công_tác,254,Nghiên_cứu_và_Phát_triển,1,2,Khoa_học_sự_sống,1,649,2,Nam,83,2,1,Nhà_nghiên_cứu_khoa_học,4,Đã_kết_hôn,3622,22794,1,Có,Có,13,3,4,80,1,6,3,3,6,5,1,3
31,Có,Ít_khi_công_tác,1365,Kinh_doanh,13,4,Y_khoa,1,650,2,Nam,46,3,2,Chuyên_viên_kinh_doanh,1,Ly_hôn,4233,11512,2,Có,Không,17,3,3,80,0,9,2,1,3,1,1,2
35,Không,Ít_khi_công_tác,538,Nghiên_cứu_và_Phát_triển,25,2,Khác,1,652,1,Nam,54,2,2,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Độc_thân,3681,14004,4,Có,Không,14,3,4,80,0,9,3,3,3,2,0,2
31,Không,Ít_khi_công_tác,525,Kinh_doanh,6,4,Y_khoa,1,653,1,Nam,66,4,2,Chuyên_viên_kinh_doanh,4,Ly_hôn,5460,6219,4,Có,Không,22,4,4,80,2,13,4,4,7,7,5,7
27,Không,Ít_khi_công_tác,798,Nghiên_cứu_và_Phát_triển,6,4,Y_khoa,1,655,1,Nữ,66,2,1,Nhà_nghiên_cứu_khoa_học,3,Ly_hôn,2187,5013,0,Có,Không,12,3,3,80,2,6,5,2,5,3,0,3
37,Không,Ít_khi_công_tác,558,Kinh_doanh,2,3,Tiếp_thị,1,656,4,Nam,75,3,2,Chuyên_viên_kinh_doanh,3,Đã_kết_hôn,9602,3010,4,Có,Có,11,3,3,80,1,17,3,2,3,0,1,0
20,Không,Ít_khi_công_tác,959,Nghiên_cứu_và_Phát_triển,1,3,Khoa_học_sự_sống,1,657,4,Nữ,83,2,1,Nhà_nghiên_cứu_khoa_học,2,Độc_thân,2836,11757,1,Có,Không,13,3,4,80,0,1,0,4,1,0,0,0
42,Không,Ít_khi_công_tác,622,Nghiên_cứu_và_Phát_triển,2,4,Khoa_học_sự_sống,1,659,3,Nữ,81,3,2,Đại_diện_chăm_sóc_sức_khỏe,4,Đã_kết_hôn,4089,5718,1,Có,Không,13,3,2,80,2,10,4,3,10,2,2,2
43,Không,Ít_khi_công_tác,782,Nghiên_cứu_và_Phát_triển,6,4,Khác,1,661,2,Nam,50,2,4,Giám_đốc_nghiên_cứu,4,Ly_hôn,16627,2671,4,Có,Có,14,3,3,80,1,21,3,2,1,0,0,0
38,Không,Ít_khi_công_tác,362,Nghiên_cứu_và_Phát_triển,1,1,Khoa_học_sự_sống,1,662,3,Nữ,43,3,1,Nhà_nghiên_cứu_khoa_học,1,Độc_thân,2619,14561,3,Có,Không,17,3,4,80,0,8,3,2,0,0,0,0
43,Không,Thường_xuyên_công_tác,1001,Nghiên_cứu_và_Phát_triển,9,5,Y_khoa,1,663,4,Nam,72,3,2,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Ly_hôn,5679,19627,3,Có,Có,13,3,2,80,1,10,3,3,8,7,4,7
48,Không,Ít_khi_công_tác,1236,Nghiên_cứu_và_Phát_triển,1,4,Khoa_học_sự_sống,1,664,4,Nữ,40,2,4,Quản_lý,1,Đã_kết_hôn,15402,17997,7,Có,Không,11,3,1,80,1,21,3,1,3,2,0,2
44,Không,Ít_khi_công_tác,1112,Nhân_sự,1,4,Khoa_học_sự_sống,1,665,1,Nữ,50,2,2,Nhân_sự,3,Độc_thân,5985,26894,4,Có,Không,11,3,2,80,0,10,1,4,2,2,0,2
34,Không,Ít_khi_công_tác,204,Kinh_doanh,14,3,Bằng_kỹ_thuật,1,666,3,Nữ,31,3,1,Đại_diện_kinh_doanh,3,Ly_hôn,2579,2912,1,Có,Có,18,3,4,80,2,8,3,3,8,2,0,6
27,Có,Ít_khi_công_tác,1420,Kinh_doanh,2,1,Tiếp_thị,1,667,3,Nam,85,3,1,Đại_diện_kinh_doanh,1,Ly_hôn,3041,16346,0,Có,Không,11,3,2,80,1,5,3,3,4,3,0,2
21,Không,Ít_khi_công_tác,1343,Kinh_doanh,22,1,Bằng_kỹ_thuật,1,669,3,Nam,49,3,1,Đại_diện_kinh_doanh,3,Độc_thân,3447,24444,1,Có,Không,11,3,3,80,0,3,2,3,3,2,1,2
44,Không,Ít_khi_công_tác,1315,Nghiên_cứu_và_Phát_triển,3,4,Khác,1,671,4,Nam,35,3,5,Quản_lý,4,Đã_kết_hôn,19513,9358,4,Có,Có,12,3,1,80,1,26,2,4,2,2,0,1
22,Không,Ít_khi_công_tác,604,Nghiên_cứu_và_Phát_triển,6,1,Y_khoa,1,675,1,Nam,69,3,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2773,12145,0,Có,Không,20,4,4,80,0,3,3,3,2,2,2,2
